subgroup_type,subgroup_value,wave_year,metric,estimate,std.error,ci_low,ci_high,effective_n,n,status
region,Fergana region,2022,upward_mobility_rate,0.2688720391770419,0.05846217927315178,0.1542882733439404,0.38345580501014337,57.51604745553552,100,ok
region,Jizzakh region,2022,upward_mobility_rate,0.10686955160404521,0.06310837381963821,0,0.23055969141342653,23.9659640715477,33,ok
region,Karakalpakstan republic,2022,upward_mobility_rate,0.13850500448972536,0.07213416733044993,0,0.279885374512193,22.931696155255697,32,ok
region,Kashkadarya region,2022,upward_mobility_rate,0.4298107378383275,0.06563651793924825,0.3011655266067838,0.5584559490698713,56.88597796989582,78,ok
region,Khorezm region,2022,upward_mobility_rate,0.3169849496351876,0.07732221734390135,0.16543618843636265,0.4685337108340125,36.21265080063848,46,ok
region,Namangan region,2022,upward_mobility_rate,0.17760664091260012,0.05672986925356221,0.06641814032795205,0.28879514149724816,45.38530202872891,65,ok
region,Navoi region,2022,upward_mobility_rate,0.21134450606642416,0.07991521695854348,0.05471355901097441,0.3679754531218739,26.098727333917225,38,ok
region,Samarkand region,2022,upward_mobility_rate,0.27042039946318563,0.07109431771666141,0.1310780972330814,0.4097627016932899,39.03393647055712,77,ok
region,Sirdarya region,2022,upward_mobility_rate,NA,NA,NA,NA,NA,6,small_n
region,Surkhandarya region,2022,upward_mobility_rate,0.21367604503331034,0.06875847065406075,0.07891191891929708,0.3484401711473236,35.53897731906463,64,ok
region,Tashkent city,2022,upward_mobility_rate,0.033796981051686825,0.0343574867644633,0,0.10113641770934646,27.66327044912237,57,ok
region,Tashkent region,2022,upward_mobility_rate,0.21671722825002004,0.06618269340808383,0.08700153277031933,0.3464329237297208,38.75458913465623,63,ok
cohort,25-34,2010,upward_mobility_rate,0.17722421105158123,0.021481542380555572,0.1351211616533215,0.21932726044984097,315.9902147814107,316,ok
cohort,35-44,2010,upward_mobility_rate,0.3274857454102306,0.027419089062799773,0.273745318358247,0.38122617246221424,292.94618770320653,293,ok
cohort,45-54,2010,upward_mobility_rate,0.5576610241620995,0.03496506940318073,0.4891307474149219,0.6261913009092771,201.770054279731,202,ok
cohort,55-64,2010,upward_mobility_rate,0.5547886338038702,0.04929639672438598,0.4581694716564754,0.651407795951265,101.6397167432305,102,ok
cohort,25-34,2016,upward_mobility_rate,0.18066573644490722,0.024950062859916092,0.13176451182746127,0.22956696106235316,237.79002050673884,314,ok
cohort,35-44,2016,upward_mobility_rate,0.20924402712565165,0.025895453489169568,0.15848987092354724,0.2599981833277561,246.74508413694952,321,ok
cohort,45-54,2016,upward_mobility_rate,0.2595234400748231,0.030380227880014498,0.19997928758787503,0.31906759256177114,208.21204529103804,284,ok
cohort,55-64,2016,upward_mobility_rate,0.4551884823999415,0.034131021334097546,0.38829290982954207,0.5220840549703409,212.88201694912394,266,ok
cohort,25-34,2022,upward_mobility_rate,0.15999004700623262,0.031897853437835945,0.09747140308393704,0.2225086909285282,132.0852983226833,250,ok
cohort,35-44,2022,upward_mobility_rate,0.22824523631874805,0.03858402027829931,0.1526219461945183,0.3038685264429778,118.32215932136987,228,ok
cohort,45-54,2022,upward_mobility_rate,0.3631289100072759,0.04874184519715921,0.26759664888081724,0.4586611711337345,97.34382987000971,185,ok
cohort,55-64,2022,upward_mobility_rate,0.281549195638738,0.06270313547469178,0.1586533083906063,0.40444508288686964,51.44851094778419,113,ok
